,CPI,CPI_CORE,CPI_CORE_M,CPI_CORE_PF,CPI_CORE_OM,CPI_CORE_S,CPI_CORE_SE,CPI_CORE_SH,CPI_CORE_SO,CPI_NCORE,CPI_NCORE_AG,CPI_NCORE_FV,CPI_NCORE_ME,CPI_NCORE_ER,CPI_NCORE_E,CPI_NCORE_R,Date
8/30/2015 19:00,87.951,89.5611,87.534,86.1159,88.7119,91.3304,89.1737,92.9607,90.3354,83.2955,85.8326,78.1818,90.8294,81.6845,78.8774,87.2522,8/1/2015
9/29/2015 19:00,88.1829,89.8132,87.8751,86.4913,89.0604,91.5327,89.3643,93.1154,90.548,83.412,85.9717,78.3842,90.72,81.9277,78.964,87.7619,9/1/2015
10/30/2015 19:00,88.4348,90.0741,88.1967,86.8266,89.3881,91.7513,89.6834,93.2538,90.8221,83.6452,86.7066,80.0966,91.0624,81.81,78.7087,88.0925,10/1/2015
11/29/2015 19:00,88.5026,90.2238,88.4967,87.1946,89.5989,91.6752,90.0023,93.4368,90.4315,83.5561,86.385,79.1631,90.8959,81.7529,78.5472,88.2903,11/1/2015
12/30/2015 19:00,88.7032,90.369,88.6514,87.4307,89.7451,91.89,90.323,93.6167,90.5567,83.5888,86.7684,80.6989,90.5929,81.4623,78.1023,88.4298,12/1/2015
1/30/2016 19:00,88.8741,90.5491,88.7837,87.3955,89.9688,92.0797,90.6464,93.8057,90.744,84.0201,89.659,88.6241,90.228,80.904,77.13,88.6149,1/1/2016
2/28/2016 19:00,89.1327,90.7059,89.005,87.5575,90.2589,92.2274,90.8839,93.9839,90.851,84.8298,92.5191,95.0811,90.9788,80.6628,76.6316,88.7533,2/1/2016
3/30/2016 19:00,89.2137,90.9572,89.3225,87.8875,90.5089,92.3934,91.1968,94.179,90.9808,84.3256,90.9313,90.3293,91.2012,80.4762,76.0644,89.0827,3/1/2016
4/29/2016 19:00,89.4595,91.2398,89.6323,88.2128,90.829,92.6285,91.5269,94.3577,91.1873,84.2585,90.0291,87.7399,91.5752,80.8648,77.8585,88.1714,4/1/2016
5/30/2016 19:00,89.5869,91.4736,89.9185,88.6415,91.0356,92.8341,91.8556,94.5461,91.3971,84.1279,90.0121,87.0894,91.8538,80.6384,77.095,87.6262,5/1/2016
6/29/2016 19:00,89.8108,91.7395,90.2464,88.9938,91.3183,93.0475,92.2089,94.7296,91.605,84.2105,89.6416,86.6973,91.5437,81.0427,77.5533,87.7976,6/1/2016
7/30/2016 19:00,90.0761,91.9634,90.519,89.1862,91.656,93.2245,92.5163,94.94,91.6978,84.595,88.7768,83.5456,91.7122,82.2294,78.5092,89.7089,7/1/2016
8/30/2016 19:00,90.3192,92.204,90.7981,89.3003,92.0411,93.4286,92.7848,95.1097,91.9161,84.8418,88.1952,83.091,91.7373,82.7412,79.1809,89.6928,8/1/2016
9/29/2016 19:00,90.7959,92.5633,91.2956,89.9638,92.4371,93.7062,93.1786,95.2741,92.1926,85.5868,90.6127,87.2492,92.6139,82.6027,78.8065,89.9631,9/1/2016
10/30/2016 19:00,91.1453,92.8621,91.6841,90.4223,92.7866,93.9198,93.5047,95.4834,92.4143,86.0919,91.3584,88.8438,93.1199,82.9456,79.3883,90.1722,10/1/2016
11/29/2016 19:00,91.4319,93.1844,91.9632,90.8486,92.8992,94.2089,93.8489,95.6678,92.8481,86.3763,91.1949,87.3113,93.5769,83.3923,80.0173,90.4223,11/1/2016
12/30/2016 19:00,91.6811,93.4743,92.2725,91.322,93.1381,94.54,94.1909,95.8839,93.2307,86.2891,90.4764,84.2953,94.256,83.514,80.0728,90.742,12/1/2016
1/30/2017 19:00,93.0621,94.0332,93.0293,92.0475,93.8609,94.9066,94.5599,96.1183,93.7612,90.1898,90.0824,82.9634,94.5881,90.4791,89.7816,91.7207,1/1/2017
2/27/2017 19:00,93.4728,94.5901,93.8373,92.8882,94.6613,95.2577,94.8646,96.3811,94.2245,90.5636,90.6027,84.6646,94.4109,90.6952,89.7143,92.2518,2/1/2017
3/30/2017 19:00,94.1322,95.1442,94.5663,93.6107,95.335,95.5819,95.1997,96.5841,94.6402,91.1927,92.0394,87.9506,94.5404,90.6025,89.9351,92.8883,3/1/2017
4/29/2017 19:00,94.6082,95.4567,95.0615,94.2103,95.7817,95.8398,95.5386,96.7567,95.0574,92.2062,94.1295,92.5657,95.232,91.0908,89.6549,93.6992,4/1/2017
5/30/2017 19:00,95.1352,95.8479,95.5731,94.6499,96.3844,96.0879,95.892,96.9616,95.2801,93.1095,95.8021,96.2281,95.6846,91.541,89.5425,95.4075,5/1/2017
6/29/2017 19:00,95.4732,96.168,95.9546,95.1176,96.6815,96.3503,96.2429,97.1646,95.5929,93.5094,97.0911,98.1795,96.4283,91.4489,89.3305,95.6062,6/1/2017
7/30/2017 19:00,95.8094,96.4779,96.2832,95.5987,96.8662,96.6505,96.5135,97.3704,95.9882,93.913,99.1124,101.4066,97.4024,91.115,88.7077,95.9921,7/1/2017
8/30/2017 19:00,96.279,96.7935,96.6704,96.0163,97.1893,96.9051,97.0474,97.6036,96.1756,94.8321,100.2061,103.8366,98.2128,91.4987,89.0221,96.316,8/1/2017
9/29/2017 19:00,96.5275,97.003,96.9019,96.2596,97.4547,97.1438,97.5935,97.7897,96.2347,95.1222,100.0538,102.6649,98.2358,92.2129,90.5053,95.427,9/1/2017
10/30/2017 19:00,96.942,97.2934,97.1449,96.4996,97.7294,97.4405,97.9449,98.0166,96.6644,95.8311,98.9938,100.5067,98.3545,93.885,92.1654,97.4164,10/1/2017
11/29/2017 19:00,97.512,97.7401,97.6668,97.0577,98.1635,97.7726,98.317,98.2382,97.136,96.7702,99.1608,100.2607,98.3878,95.0802,93.8221,97.771,11/1/2017
12/30/2017 19:00,97.9224,98.0273,97.984,97.5823,98.3789,98.0704,98.6862,98.4295,97.4441,97.3651,99.61,100.5353,98.5087,95.7152,94.4887,98.3464,12/1/2017
1/30/2018 19:00,98.2436,98.3317,98.4198,98.083,98.6996,98.2478,99.0488,98.6448,97.5893,97.8904,99.9076,100.252,99.6927,97.014,96.2544,98.4448,1/1/2018
2/27/2018 19:00,98.5068,98.6581,98.7434,98.4936,98.9586,98.5726,99.43,98.8464,98.0122,98.3748,99.4568,98.0309,100.6834,97.819,97.0889,98.8402,2/1/2018
3/30/2018 19:00,98.8182,98.8908,98.9734,98.6436,99.1952,98.7895,99.7877,99.0308,98.3001,98.6781,99.4163,96.3774,101.1735,98.0706,97.1148,99.2437,3/1/2018
4/29/2018 19:00,99.0525,99.1171,99.2208,98.8544,99.5475,99.0117,100.1319,99.2326,98.4056,98.8026,99.1123,96.5324,100.9199,98.6511,98.8129,99.6131,4/1/2018
5/30/2018 19:00,99.4223,99.3877,99.4815,99.1219,99.8029,99.3094,100.47,99.4428,98.8563,99.5832,98.366,95.1073,100.5178,100.3573,100.6203,99.7297,5/1/2018
6/29/2018 19:00,99.8781,99.6332,99.6712,99.3656,99.9512,99.5997,100.8324,99.6876,99.2035,100.6748,98.9743,96.3967,100.3176,101.7545,102.8049,99.8971,6/1/2018
7/30/2018 19:00,100.331,99.9554,100.0724,99.8433,100.2666,99.8701,101.1295,99.9154,99.4947,101.4927,100.3753,100.2849,99.9836,102.7733,104.1987,100.109,7/1/2018
8/30/2018 19:00,100.9358,100.2738,100.3936,100.3359,100.4134,100.1515,101.8915,100.1043,99.8428,102.9987,101.3817,103.1682,100.0687,103.8914,105.6785,100.2748,8/1/2018
9/29/2018 19:00,101.3388,100.5588,100.7056,100.8238,100.6022,100.4404,102.1871,100.3555,100.196,103.7079,101.298,101.6595,100.7048,105.3449,107.4949,100.6031,9/1/2018
10/30/2018 19:00,101.684,100.9222,100.9941,101.1597,100.8845,100.8223,102.5978,100.5546,100.7651,103.8974,101.4643,102.4627,101.0553,105.5328,107.6232,100.7628,10/1/2018
11/29/2018 19:00,102.1314,101.2931,101.499,101.7231,101.2584,101.0557,102.9677,100.7948,100.9457,104.6368,103.7986,106.214,101.4596,104.9267,106.3985,101.067,11/1/2018
12/30/2018 19:00,102.7055,101.6416,101.8417,102.2281,101.4978,101.4718,103.3427,101.0067,101.3623,105.7935,107.0187,111.6007,101.7406,104.6996,105.9195,101.4439,12/1/2018
1/30/2019 19:00,102.5674,101.8667,102.0139,102.3333,101.652,101.6962,103.7446,101.2075,101.7393,104.7242,107.5374,113.9381,101.8151,103.2427,103.6231,101.8918,1/1/2019
2/27/2019 19:00,102.4513,102.1698,102.3513,102.836,101.8373,101.9673,104.2405,101.4339,101.9798,103.7352,104.2115,108.4727,101.6682,103.5382,103.6535,102.277,2/1/2019
3/30/2019 19:00,102.9387,102.5239,102.6672,103.1782,102.068,102.284,104.6014,101.6856,102.3229,104.2275,103.225,106.1154,100.9217,104.9081,106.1476,102.6553,3/1/2019
4/29/2019 19:00,103.3447,102.8775,102.9635,103.5902,102.3488,102.8149,104.9373,101.9889,103.1099,104.8724,103.9209,106.6261,102.291,105.6318,106.3936,103.0784,4/1/2019
5/30/2019 19:00,103.6796,103.1486,103.3089,103.9614,102.6138,102.9629,105.2834,102.2591,103.1214,105.2957,104.1671,105.6,103.6757,105.9005,107.1123,103.358,5/1/2019
6/29/2019 19:00,103.769,103.4591,103.5804,104.3205,102.8142,103.3291,105.6498,102.5232,103.5744,104.6952,104.9429,104.8869,105.0527,104.4369,105.149,103.6325,6/1/2019
7/30/2019 19:00,104.0319,103.7488,103.8783,104.6449,103.0241,103.6557,106.0876,102.7716,103.8923,104.8732,106.5389,105.6617,106.7222,104.3722,104.6625,104.1301,7/1/2019
8/30/2019 19:00,104.052,104.023,104.1145,104.9195,103.2427,103.9291,106.6076,103.0227,104.1994,104.1232,104.1131,102.0559,105.7118,103.8921,103.7597,104.5801,8/1/2019
9/29/2019 19:00,104.3205,104.3229,104.4636,105.4086,103.4861,104.1917,107.0514,103.2598,104.4697,104.2619,104.2748,102.185,105.8494,104.1546,103.8076,104.9518,9/1/2019
10/30/2019 19:00,104.7303,104.637,104.7954,105.8657,103.7386,104.4307,107.541,103.5003,104.6696,104.8537,105.2976,104.5376,106.4001,104.4246,103.942,105.5802,10/1/2019
11/29/2019 19:00,105.2014,104.9999,105.2058,106.3687,103.9829,104.7621,107.8856,103.6926,105.1084,105.7638,105.984,104.5834,106.9913,105.1819,104.673,106.2061,11/1/2019
12/30/2019 19:00,105.6953,105.2978,105.4688,106.7852,104.139,105.1636,108.2465,103.9494,105.4386,106.7219,107.3129,106.1784,106.8611,106.1668,105.913,106.5693,12/1/2019
1/30/2020 19:00,105.9462,105.6587,106.0075,107.5814,104.3428,105.2728,108.6363,104.1774,105.5853,106.883,109.3354,112.5651,106.507,105.6873,104.9751,107.1268,1/1/2020
2/28/2020 19:00,106.3153,105.9275,106.2973,108.0269,104.4733,105.527,108.9843,104.4208,105.8166,107.9249,112.3311,120.5422,106.716,104.7939,103.4453,107.3055,2/1/2020
3/30/2020 19:00,106.3267,106.2016,106.6292,108.442,104.6763,105.6941,109.3784,104.6682,105.8728,106.6654,113.7048,120.9735,107.8747,101.6787,99.2408,107.7446,3/1/2020
4/29/2020 19:00,105.572,106.5325,107.2285,109.6158,104.782,105.787,109.6951,104.9059,105.7383,102.766,112.797,116.8306,110.0969,95.6457,90.2624,107.9925,4/1/2020
5/30/2020 19:00,106.5906,106.917,107.7808,110.8092,104.5776,105.9657,109.9765,104.9918,106.0287,105.5174,114.2635,124.2527,107.0367,98.8499,94.7126,108.1504,5/1/2020
6/29/2020 19:00,107.1746,107.2912,108.4332,111.1761,105.563,106.0614,110.2798,105.0729,106.0908,106.759,112.7911,118.106,108.6397,102.2785,100.0934,107.9459,6/1/2020
7/30/2020 19:00,107.7253,107.7248,109.2375,111.8099,106.48,106.1486,110.6631,105.215,106.0077,107.6711,112.2582,114.267,109.9816,105.184,103.9461,108.2762,7/1/2020
8/30/2020 19:00,108.2073,108.1222,109.6623,112.2658,106.9206,106.4577,109.9222,105.3714,106.7212,108.4487,112.4979,115.2615,110.0539,105.3191,103.8479,109.0286,8/1/2020
9/29/2020 19:00,108.456,108.477,110.0824,112.7211,107.3118,106.7338,109.393,105.528,107.303,108.3559,112.6291,114.8849,110.7291,105.1715,103.2027,109.6095,9/1/2020
10/30/2020 19:00,108.9878,108.7928,110.4719,113.1768,107.6966,106.9407,109.8915,105.6893,107.4808,109.4344,115.3692,120.9928,111.1224,105.0839,103.0944,109.6991,10/1/2020
11/29/2020 19:00,108.7536,108.8515,110.4635,113.5897,107.1935,107.1022,110.196,105.8581,107.5872,108.3857,113.7248,114.7679,112.8735,104.084,101.6127,109.8943,11/1/2020
12/30/2020 19:00,109.0985,109.3094,111.2985,114.0614,108.4477,107.2285,110.534,106.0352,107.4511,108.2366,111.8157,106.9364,114.7156,105.6183,103.6803,110.1124,12/1/2020
1/30/2021 19:00,109.7469,109.7091,111.7248,114.4346,108.8844,107.5197,110.3537,106.2,108.144,109.9381,112.3892,108.4868,115.4749,108.7142,108.148,109.9139,1/1/2021
2/27/2021 19:00,110.3631,110.0397,112.2062,114.9233,109.3416,107.7104,110.2056,106.3501,108.4352,111.7892,112.9759,110.0211,116.2698,110.7327,110.8122,109.8974,2/1/2021
3/30/2021 19:00,111.2375,110.5236,112.8254,115.5156,109.9686,108.0576,110.5754,106.5487,108.9618,113.4869,114.4707,110.458,117.6719,112.6536,113.2691,110.0431,3/1/2021
4/29/2021 19:00,112.0724,111.0064,113.2458,116.0784,110.335,108.5291,110.9119,106.725,109.6023,115.4023,117.5009,116.263,118.803,113.956,115.9074,110.3529,4/1/2021
5/30/2021 19:00,112.8515,111.5942,114.009,116.9049,110.9322,108.9672,111.224,106.9497,110.3319,116.7753,119.6426,119.8398,119.9899,114.4805,116.1742,110.5749,5/1/2021
6/29/2021 19:00,113.4349,112.2034,114.7267,117.7325,111.5845,109.4817,111.5696,107.1525,111.1578,117.2701,120.53,120.8762,120.2682,114.8556,116.9721,110.8687,6/1/2021
7/30/2021 19:00,113.9385,112.7396,115.4897,118.6594,112.102,109.8211,112.0568,107.4091,111.4907,117.618,120.892,119.9054,121.0425,116.1811,118.5938,111.023,7/1/2021
8/30/2021 19:00,114.2037,113.2699,116.2106,119.5555,112.6981,110.0883,112.0389,107.6518,111.8853,117.0923,122.5186,121.9478,122.7939,113.0376,114.0313,111.1676,8/1/2021
9/29/2021 19:00,114.8999,113.8144,116.9622,120.433,113.3018,110.4018,111.6239,107.915,112.4136,118.2837,124.0525,125.0208,123.2058,114.0727,115.1533,111.6076,9/1/2021
10/30/2021 19:00,115.7657,114.4311,117.7218,121.2619,114.0647,110.8531,112.1511,108.1855,113.0063,119.753,125.6138,127.3286,124.4889,115.4621,116.9982,111.7864,10/1/2021
11/29/2021 19:00,116.8348,115.0274,118.4757,122.1986,114.5867,111.3085,112.4885,108.4588,113.624,122.2658,130.1739,135.3224,125.8693,115.9698,117.4905,112.0999,11/1/2021
12/30/2021 19:00,117.1936,115.8046,119.5303,123.3051,115.6266,111.8425,112.852,108.7301,114.3238,121.1853,129.6611,130.7609,127.8051,115.1091,116.048,112.7026,12/1/2021
1/30/2022 19:00,117.5565,116.5175,120.5078,124.4653,116.369,112.1967,113.3405,108.9723,114.8872,120.8278,129.7281,128.8693,130.3944,114.9873,115.7651,112.9708,1/1/2022
2/27/2022 19:00,118.4346,117.2981,121.5741,125.7383,117.1869,112.6786,113.6426,109.238,115.5952,122.291,131.2399,131.5198,131.8173,115.7982,116.5437,113.5188,2/1/2022
3/30/2022 19:00,119.6091,118.1055,122.6441,127.1797,117.8599,113.1514,114.0493,109.4499,116.3163,124.2846,133.0801,133.341,132.8887,117.9677,120.0263,113.8659,3/1/2022
4/29/2022 19:00,120.5887,118.9208,123.8086,128.7195,118.7224,113.639,114.4637,109.669,117.0443,125.7902,134.4242,134.9716,134.1557,119.6318,121.5694,114.0853,4/1/2022
5/30/2022 19:00,121.4421,119.7207,124.8816,130.0861,119.3858,114.1377,114.9063,109.9916,117.7215,126.842,135.4151,135.423,135.8867,120.4418,123.127,114.313,5/1/2022
6/29/2022 19:00,122.4732,120.616,126.1016,131.6748,120.2575,114.706,115.3736,110.3365,118.512,128.2824,138.6293,138.1433,139.0229,120.755,123.3903,115.3975,6/1/2022
7/30/2022 19:00,123.2194,121.3688,127.115,133.01,120.8638,115.2219,115.7752,110.6515,119.182,128.9258,140.1873,139.1187,140.4338,121.5977,124.0041,116.476,7/1/2022
8/30/2022 19:00,124.1083,122.3888,128.4768,135.0226,121.6095,115.8061,116.219,111.0049,120.0521,129.4417,140.6088,140.1083,141.0591,121.2414,123.3061,116.9193,8/1/2022
9/29/2022 19:00,124.8601,123.2419,129.6496,136.5489,122.3752,116.3011,116.5971,111.3169,120.768,129.8919,142.3325,142.0335,142.4516,120.8211,122.3153,117.4235,9/1/2022
10/30/2022 19:00,125.4914,124.0644,130.834,138.173,123.1971,116.7337,117.0394,111.5806,121.3196,129.7701,143.4834,143.0718,143.8302,119.8701,120.6878,117.874,10/1/2022
11/29/2022 19:00,125.9848,124.8251,131.8409,139.4076,123.9382,117.27,117.4836,111.8242,122.1134,129.4221,141.9527,140.2547,143.1527,119.7731,120.2423,118.452,11/1/2022
12/30/2022 19:00,126.3838,125.4726,132.7803,140.7233,124.5209,117.6594,117.9241,112.1835,122.469,128.8946,142.0145,140.4671,142.7718,119.4815,119.6494,118.9267,12/1/2022
1/30/2023 19:00,126.8805,126.3688,133.7538,141.9841,125.1414,118.3632,118.4057,112.6581,123.5217,128.5922,142.6361,142.1224,143.2279,119.071,118.8431,119.4503,1/1/2023
2/27/2023 19:00,127.4763,127.0202,134.5133,142.9552,125.6426,118.9148,119.0454,112.9825,124.2382,129.2236,143.4638,142.2187,145.1533,119.0579,118.4245,120.2642,2/1/2023
3/30/2023 19:00,127.788,127.585,135.059,143.648,126.0359,119.5087,119.5729,113.3258,125.1027,128.3677,142.7799,141.3731,144.042,118.1318,116.797,121.0825,3/1/2023
4/29/2023 19:00,128.1226,128.0948,135.6143,144.3402,126.5231,119.9053,120.0806,113.693,125.4501,128.4417,142.7218,140.1981,144.6045,118.2185,116.7787,121.803,4/1/2023
5/30/2023 19:00,128.507,128.5624,136.1709,144.9721,126.9114,120.3424,120.6016,114.037,125.9732,128.3444,142.3836,140.8301,143.8395,118.0549,116.1717,122.2726,5/1/2023
6/29/2023 19:00,128.6618,128.9288,136.5276,145.5103,127.1003,120.7509,121.1138,114.3729,126.425,127.7971,142.7145,143.7768,142.0372,117.0148,114.7075,122.5897,6/1/2023
7/30/2023 19:00,129.137,129.4399,137.0612,146.061,127.5461,121.267,121.5256,114.6966,127.0883,128.1056,144.4928,148.8457,140.5968,116.783,114.2315,122.8571,7/1/2023
8/30/2023 19:00,129.845,129.8399,137.3032,146.4214,127.739,121.7834,122.6601,114.9872,127.7251,129.8225,145.9837,151.0693,141.8564,118.0221,115.9287,123.0214,8/1/2023
9/29/2023 19:00,130.3961,130.3431,137.7019,146.9018,128.0041,122.3817,124.2302,115.3016,128.4113,130.5319,146.657,151.0926,142.7116,118.7692,116.7115,123.4432,9/1/2023
10/30/2023 19:00,130.83,130.8868,138.2092,147.7837,128.2234,122.9662,124.5882,115.6701,129.1876,130.5152,145.7575,149.7056,142.4533,119.5059,117.6247,123.8353,10/1/2023
11/29/2023 19:00,131.4474,131.4456,138.8602,148.8424,128.4386,123.4593,125.18,116.0074,129.7885,131.3275,146.1622,148.3547,143.8217,120.0932,118.309,124.2405,11/1/2023
12/30/2023 19:00,132.2851,131.8525,139.2603,149.4903,128.6084,123.9325,125.7215,116.2769,130.4164,133.3124,149.9988,156.8593,143.8007,121.2519,119.7475,124.7037,12/1/2023
1/30/2024 19:00,133.0885,132.3915,139.5959,149.8473,128.8667,124.5669,126.259,116.762,131.2705,135.3842,156.5426,173.2016,143.1316,120.8796,119.2455,124.5928,1/1/2024
2/28/2024 19:00,133.1004,132.9131,140.0294,150.4421,129.0936,125.1942,126.6114,117.1961,132.0973,134.0163,150.3732,163.6179,140.4101,122.3933,121.268,124.9218,2/1/2024
3/30/2024 19:00,133.2882,133.3096,140.2959,150.8442,129.2284,125.8146,127.1589,117.6182,132.9818,133.5667,149.8981,158.9628,142.924,121.9731,119.9364,125.1635,3/1/2024
4/29/2024 19:00,134.2193,133.7504,140.5854,151.2358,129.4646,126.2404,127.7456,117.9313,133.3653,135.5207,153.2344,166.2967,142.8399,122.7989,122.3344,125.5347,4/1/2024
5/30/2024 19:00,134.5093,133.9736,140.7717,151.4942,129.51,126.6299,128.3077,118.3891,133.7133,136.2144,154.6231,167.3068,144.8627,122.8447,121.5621,125.7729,5/1/2024
6/29/2024 19:00,135.069,134.2521,141.0124,151.6597,129.8335,126.9918,128.8971,118.7952,133.9862,137.6162,157.521,172.2852,146.2194,123.2433,121.952,126.3565,6/1/2024
7/30/2024 19:00,136.3444,134.6884,141.2979,151.9731,130.0249,127.6108,129.2877,119.2371,134.7542,141.4294,164.1784,183.5178,148.2194,125.313,124.7164,127.0383,7/1/2024
8/30/2024 19:00,136.3252,135.0354,141.4629,152.4851,129.94,128.1043,130.184,119.5847,135.4353,140.2086,159.6794,169.8533,150.6195,125.8421,125.1683,127.5825,8/1/2024
9/29/2024 19:00,136.3604,135.4485,141.7317,152.6613,130.1779,128.6216,131.3813,119.9743,136.208,138.9502,156.388,162.3781,149.9424,125.9281,124.8375,128.2989,9/1/2024
10/30/2024 19:00,137.0613,135.8617,142.0978,153.4094,130.3053,129.0745,131.6954,120.2788,136.7399,140.5805,161.6578,173.4002,151.2723,125.083,123.69,128.5545,10/1/2024
